X,Y,OBJECTID,SAMPLE_DATE,TIME,TIMEZONE,DEPTH,LOCATION,LATITUDE,LONGITUDE,NAME,COUNT_,HAB_ID
603242.4641,273763.3761,2366779,2024/06/26 00:00:00+00,08:51:00,EDT,0.5,Lynn Hall Park,26.4535,-81.9582,Karenia brevis,0,HABW240627-018
611146.973299999,266847.3527,2366780,2024/06/26 00:00:00+00,09:35:00,EDT,0.5,Lovers Key State Park,26.39,-81.88,Karenia brevis,0,HABW240627-019
614627.406800002,260357.988,2366781,2024/06/26 00:00:00+00,10:06:00,EDT,0.5,Bonita Beach Park,26.331,-81.8462,Karenia brevis,0,HABW240627-020
772197.681499999,125612.5295,2366782,2024/06/26 00:00:00+00,14:13:00,EDT,0.3,"Far Beach; 6.7 mi SE of",25.083117,-80.306217,Karenia brevis,0,HABW240627-021
562366.664500002,325465.525,2366783,2024/06/26 00:00:00+00,11:00:00,EDT,0.5,Englewood Beach,26.92467,-82.36189,Karenia brevis,0,HABW240627-022
571247.726500001,312368.1709,2366784,2024/06/26 00:00:00+00,08:00:00,EDT,0.5,Boca Grande Pier (Gasparilla Sound),26.80562,-82.27415,Karenia brevis,0,HABW240627-023
791155.670699999,327208.902,2366785,2024/06/26 00:00:00+00,09:00:00,EDT,0.5,Juno Beach Fishing Pier,26.893715,-80.0542,Karenia brevis,0,HABW240627-024
719718.404300001,526541.1276,2366786,2024/06/26 00:00:00+00,09:40:00,EDT,0.5,Biolab Boat Ramp (Mosquito Lagoon),28.7068,-80.721,Karenia brevis,0,HABW240627-025
667410.662300002,659086.0365,2366787,2024/06/26 00:00:00+00,09:40:00,EDT,0.5,"St. Augustine Inlet; 3.5 mi E of",29.9117,-81.2267,Karenia brevis,0,HABW240627-026
671112.6787,659169.8843,2366788,2024/06/26 00:00:00+00,09:56:00,EDT,0.5,"St. Augustine Inlet; 5.8 mi E of",29.9117,-81.1883,Karenia brevis,0,HABW240627-027
515204.8367,462977.5662,2366789,2024/06/26 00:00:00+00,,EDT,0.5,"Anclote Key; 1.1 mi E of (Anclote Anchorage)",28.167778,-82.824444,Karenia brevis,0,HABW240627-028
513628.5132,462684.9877,2366790,2024/06/26 00:00:00+00,,EDT,0.5,"Anclote Key; E of (Anclote Anchorage)",28.165278,-82.840556,Karenia brevis,0,HABW240627-029
585789.317899998,305090.9643,2366791,2024/06/06 00:00:00+00,,EDT,0.5,"Charlotte Harbor Preserve State Park; 3.5 mi W of (Charlotte Harbor)",26.738167,-82.128733,Karenia brevis,0,HABW240627-030
540436.090500001,370379.8928,2366792,2024/06/26 00:00:00+00,10:30:00,EDT,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240627-031
625834.436900001,217292.0397,2366793,2024/03/03 00:00:00+00,09:56:00,EST,0.1,Marco Island Beach,25.941203,-81.741675,Karenia brevis,0,HABW240305-044
500019.092999998,420109.3794,2366794,2024/03/04 00:00:00+00,,EST,0.5,"Johns Pass; 12 mi W of",27.783,-82.983,Karenia brevis,0,HABW240305-045
517564.203499999,416157.6511,2366795,2024/03/04 00:00:00+00,,EST,0.5,"Sunset Beach; 2.7 mi W of",27.746,-82.805,Karenia brevis,0,HABW240305-046
502213.227899998,509197.5834,2366796,2024/02/22 00:00:00+00,,EST,0.5,"Eagle Nest Island; 19 mi W of",28.585,-82.953,Karenia brevis,0,HABW240305-047
514112.594900001,510415.1027,2366797,2024/02/22 00:00:00+00,,EST,0.5,"Pine Island; 11 mi W of",28.595,-82.831,Karenia brevis,0,HABW240305-048
500019.092999998,420109.3794,2366798,2024/02/21 00:00:00+00,,EST,0.5,"Johns Pass; 12 mi W of",27.783,-82.983,Karenia brevis,0,HABW240305-049
517564.203499999,416157.6511,2366799,2024/02/21 00:00:00+00,,EST,0.5,"Sunset Beach; 2.7 mi W of",27.746,-82.805,Karenia brevis,0,HABW240305-050
664913.8913,77796.7498000003,2366800,2024/02/28 00:00:00+00,20:28:00,EST,0.5,Pine Channel,24.67673,-81.38062,Karenia brevis,0,HABW240305-051
664913.8913,77796.7498000003,2366801,2024/02/28 00:00:00+00,20:28:00,EST,1.8,Pine Channel,24.67673,-81.38062,Karenia brevis,0,HABW240305-052
664212.462499999,77717.5641999999,2366802,2024/02/28 00:00:00+00,09:02:00,EST,0.5,"Trinidad Lane; canal SW of",24.67615,-81.38757,Karenia brevis,0,HABW240305-053
664212.462499999,77717.5641999999,2366803,2024/02/28 00:00:00+00,09:02:00,EST,1.8,"Trinidad Lane; canal SW of",24.67615,-81.38757,Karenia brevis,0,HABW240305-054
663766.958500002,77639.3943999996,2366804,2024/02/28 00:00:00+00,21:38:00,EST,0.5,"County Road; canal S of",24.67553,-81.39199,Karenia brevis,0,HABW240305-055
663766.958500002,77639.3943999996,2366805,2024/02/28 00:00:00+00,21:38:00,EST,2,"County Road; canal S of",24.67553,-81.39199,Karenia brevis,0,HABW240305-056
651882.491700001,74962.4107999997,2366806,2024/02/28 00:00:00+00,22:30:00,EST,0.5,"Pattison Drive; SW of (Pirates Cove)",24.6536,-81.51,Karenia brevis,0,HABW240305-057
651882.491700001,74962.4107999997,2366807,2024/02/28 00:00:00+00,22:30:00,EST,0.6,"Pattison Drive; SW of (Pirates Cove)",24.6536,-81.51,Karenia brevis,0,HABW240305-058
637615.088100001,68831.3646,2366808,2024/02/29 00:00:00+00,17:12:00,EST,0.5,"Jade Drive; canal W of",24.60082,-81.65216,Karenia brevis,0,HABW240305-059
637615.088100001,68831.3646,2366809,2024/02/29 00:00:00+00,17:12:00,EST,8.8,"Jade Drive; canal W of",24.60082,-81.65216,Karenia brevis,0,HABW240305-060
637351.3902,69618.6278999997,2366810,2024/02/29 00:00:00+00,20:25:00,EST,0.5,"Shark Key; W of",24.607967,-81.654617,Karenia brevis,0,HABW240305-061
652186.9998,69157.5921,2366811,2024/02/29 00:00:00+00,21:21:00,EST,0.5,"Sugarloaf Key; 1.7 mi SW of",24.601183,-81.50815,Karenia brevis,0,HABW240305-062
652186.9998,69157.5921,2366812,2024/02/29 00:00:00+00,21:21:00,EST,3.9,"Sugarloaf Key; 1.7 mi SW of",24.601183,-81.50815,Karenia brevis,0,HABW240305-063
652049.524900001,75959.9029000001,2366813,2024/02/29 00:00:00+00,19:35:00,EST,0.5,"4th Avenue West; canal N of",24.662567,-81.50815,Karenia brevis,0,HABW240305-064
652049.524900001,75959.9029000001,2366814,2024/02/29 00:00:00+00,19:35:00,EST,2.1,"4th Avenue West; canal N of",24.662567,-81.50815,Karenia brevis,0,HABW240305-065
540436.090500001,370379.8928,2366815,2024/03/05 00:00:00+00,14:35:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240305-066
540287.1928,370616.9314,2366816,2024/03/05 00:00:00+00,14:45:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240305-067
281939.155999999,631173.9741,2366817,2024/03/05 00:00:00+00,09:45:00,EST,0.3,Indian Pass (St. Vincent Sound),29.6821,-85.2217,Karenia brevis,0,HABW240306-001
280397.215,631289.2773,2366818,2024/03/05 00:00:00+00,09:53:00,EST,0.3,"Neptune Street; N of (Indian Lagoon)",29.683,-85.237667,Karenia brevis,0,HABW240306-002
360065.770399999,657455.9233,2366819,2024/03/05 00:00:00+00,11:10:00,EST,0.3,Alligator Harbor Boat Ramp,29.9235,-84.414167,Karenia brevis,0,HABW240306-003
367184.0416,662966.13,2366820,2024/03/05 00:00:00+00,11:30:00,EST,0.3,Mashes Sands Beach,29.973333,-84.3405,Karenia brevis,0,HABW240306-004
364518.892700002,667691.6213,2366821,2024/03/05 00:00:00+00,11:42:00,EST,0.3,Bottoms Road Boat Ramp (Apalachee Bay),30.015833,-84.3683,Karenia brevis,0,HABW240306-005
731335.451000001,487253.7945,2366822,2024/03/04 00:00:00+00,09:05:00,EST,0.5,Diamond Bay (Banana River),28.35034,-80.61298,Karenia brevis,0,HABW240306-006
740298.106800001,450402.4366,2366823,2024/03/04 00:00:00+00,07:05:00,EST,0.5,"Ballyshannon Street; E of",28.0164,-80.532,Karenia brevis,0,HABW240306-007
739645.204500001,450228.5486,2366824,2024/03/04 00:00:00+00,07:20:00,EST,0.5,"Macfarlane Street; W of (Indian River)",28.015,-80.5387,Karenia brevis,0,HABW240306-008
667410.662300002,659086.0365,2366825,2024/03/05 00:00:00+00,11:15:00,EST,0.5,"St. Augustine Inlet; 3.5 mi E of",29.9117,-81.2267,Karenia brevis,0,HABW240306-009
671112.6787,659169.8843,2366826,2024/03/05 00:00:00+00,11:43:00,EST,0.5,"St. Augustine Inlet; 5.8 mi E of",29.9117,-81.1883,Karenia brevis,0,HABW240306-010
557432.125599999,334891.2759,2366827,2024/03/05 00:00:00+00,14:15:00,EST,0.5,Manasota Beach Park Boat Ramp,27.01014,-82.410443,Karenia brevis,0,HABW240306-011
553140.340100002,341772.2261,2366828,2024/03/05 00:00:00+00,15:05:00,EST,0.5,Venice Fishing Pier,27.0726,-82.4529,Karenia brevis,0,HABW240306-012
677215.3521,611124.6539,2366829,2024/03/03 00:00:00+00,14:30:00,EST,0.5,"Moody Boulevard Bridge; N of (Matanzas River)",29.4778,-81.1366,Karenia brevis,0,HABW240306-013
678738.496300001,610182.767,2366830,2024/03/03 00:00:00+00,14:45:00,EST,0.5,"15th Street South; E of",29.469,-81.1211,Karenia brevis,0,HABW240306-014
535039.819899999,419515.8815,2366831,2024/03/06 00:00:00+00,07:46:00,EST,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240306-015
534772.653099999,417002.9767,2366832,2024/03/06 00:00:00+00,08:16:00,EST,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240306-016
535352.3517,420596.6409,2366833,2024/03/06 00:00:00+00,07:27:00,EST,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240306-017
529619.031800002,412249.0657,2366834,2024/03/06 00:00:00+00,08:53:00,EST,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240306-018
520439.856600001,418851.24,2366835,2024/03/06 00:00:00+00,09:35:00,EST,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240306-019
540436.090500001,370379.8928,2366836,2024/03/06 00:00:00+00,10:10:00,EST,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240306-020
540287.1928,370616.9314,2366837,2024/03/06 00:00:00+00,10:20:00,EST,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240306-021
633847.964400001,81640.0264999997,2366838,2024/02/23 00:00:00+00,,,0.5,"Snipe Point; 1.5 mi NW of",24.717,-81.687,Karenia brevis,0,HABW240306-022
630798.848999999,82470.1420999998,2366839,2024/02/23 00:00:00+00,,,0.5,"Snipe Point; 3.3 mi NW of",24.725,-81.717,Karenia brevis,0,HABW240306-023
627543.9518,83518.9819,2366840,2024/02/23 00:00:00+00,,,0.5,"Snipe Point; 5.4 mi NW of",24.735,-81.749,Karenia brevis,0,HABW240306-024
625090.134399999,85026.5942000002,2366841,2024/02/23 00:00:00+00,,,0.5,"Snipe Point; 7.2 mi NW of",24.749,-81.773,Karenia brevis,0,HABW240306-025
657010.079700001,101056.7829,2366842,2024/02/26 00:00:00+00,,,0.5,"Upper Harbor Key; 5.2 mi N of",24.888,-81.454,Karenia brevis,0,HABW240306-026
656439.170899998,104260.8891,2366843,2024/02/26 00:00:00+00,,,0.5,"Upper Harbor Key; 7.2 mi N of",24.917,-81.459,Karenia brevis,0,HABW240306-027
655285.984200001,106344.1797,2366844,2024/02/26 00:00:00+00,,,0.5,"Content Keys; 9.2 mi N of",24.936,-81.47,Karenia brevis,0,HABW240306-028
653310.3871,109187.1195,2366845,2024/02/26 00:00:00+00,,,0.5,"Content Passage; 11 mi N of",24.962,-81.489,Karenia brevis,0,HABW240306-029
729055.7962,99126.5414000005,2366846,2024/02/28 00:00:00+00,12:55:00,EST,0.5,"Bayview Drive; W of",24.8553,-80.7411,Karenia brevis,0,HABW240306-030
729055.7962,99126.5414000005,2366847,2024/02/28 00:00:00+00,12:54:00,EST,1.9,"Bayview Drive; W of",24.8553,-80.7411,Karenia brevis,0,HABW240306-031
649137.3378,81529.6607999997,2366848,2024/02/29 00:00:00+00,11:19:00,EST,0.5,"Cudjoe Key; 1.4 mi NW of (Cudjoe Basin)",24.713333,-81.535833,Karenia brevis,0,HABW240306-032
649137.3378,81529.6607999997,2366849,2024/02/29 00:00:00+00,11:20:00,EST,1.1,"Cudjoe Key; 1.4 mi NW of (Cudjoe Basin)",24.713333,-81.535833,Karenia brevis,0,HABW240306-033
665018.476599999,76778.9859999996,2366850,2024/02/29 00:00:00+00,17:04:00,EST,0.7,North Pine Channel,24.66753,-81.3798,Karenia brevis,0,HABW240306-034
665018.476599999,76778.9859999996,2366851,2024/02/29 00:00:00+00,17:04:00,EST,0.5,North Pine Channel,24.66753,-81.3798,Karenia brevis,0,HABW240306-035
661195.0627,79244.074,2366852,2024/02/29 00:00:00+00,15:45:00,EST,0.6,"Big Torch Key Road; N of",24.690492,-81.41708,Karenia brevis,0,HABW240306-036
661195.0627,79244.074,2366853,2024/02/29 00:00:00+00,15:45:00,EST,0.5,"Big Torch Key Road; N of",24.690492,-81.41708,Karenia brevis,0,HABW240306-037
650981.9714,76509.6589000002,2366854,2024/02/29 00:00:00+00,13:55:00,EST,0.5,"Bow Channel Bridge; N of (Bow Channel)",24.66772,-81.518592,Karenia brevis,0,HABW240306-038
650981.9714,76509.6589000002,2366855,2024/02/29 00:00:00+00,13:51:00,EST,2.5,"Bow Channel Bridge; N of (Bow Channel)",24.66772,-81.518592,Karenia brevis,0,HABW240306-039
579604.281199999,281487.6899,2366856,2024/03/06 00:00:00+00,07:43:00,EST,0.5,Alison Hagerup Beach Park,26.5264,-82.1945,Karenia brevis,0,HABW240307-001
591164.402199998,270039.099,2366857,2024/03/06 00:00:00+00,08:15:00,EST,0.5,Tarpon Bay Road Beach,26.4217,-82.0801,Karenia brevis,0,HABW240307-002
597583.1963,273415.6339,2366858,2024/03/06 00:00:00+00,08:38:00,EST,0.5,Lighthouse Beach,26.4512,-82.0151,Karenia brevis,0,HABW240307-003
603242.4641,273763.3761,2366859,2024/03/06 00:00:00+00,09:16:00,EST,0.5,Lynn Hall Park,26.4535,-81.9582,Karenia brevis,0,HABW240307-004
611146.973299999,266847.3527,2366860,2024/03/06 00:00:00+00,10:00:00,EST,0.5,Lovers Key State Park,26.39,-81.88,Karenia brevis,0,HABW240307-005
614627.406800002,260357.988,2366861,2024/03/06 00:00:00+00,10:29:00,EST,0.5,Bonita Beach Park,26.331,-81.8462,Karenia brevis,0,HABW240307-006
314535.505199999,636224.8442,2366862,2024/03/06 00:00:00+00,11:50:00,EST,0.1,"Millender Street; S of (St. George Sound)",29.7301,-84.88478,Karenia brevis,0,HABW240307-007
660876.250399999,75630.5461999997,2366863,2024/03/06 00:00:00+00,12:30:00,EST,0.5,"Ramrod Key; W of (Niles Channel)",24.657959,-81.420979,Karenia brevis,0,HABW240307-008
562366.664500002,325465.525,2366864,2024/03/06 00:00:00+00,10:30:00,EST,0.5,Englewood Beach,26.92467,-82.36189,Karenia brevis,0,HABW240307-009
571247.726500001,312368.1709,2366865,2024/03/06 00:00:00+00,08:00:00,EST,0.5,Boca Grande Pier (Gasparilla Sound),26.80562,-82.27415,Karenia brevis,0,HABW240307-010
125128.5156,710806.3399,2366866,2024/03/07 00:00:00+00,,CST,0.5,Navarre Pier,30.376,-86.8631,Karenia brevis,0,HABW240307-011
583714.293499999,315533.5822,2366867,2024/03/06 00:00:00+00,11:15:00,EST,1.1,"Sister Ponds Creek; E of (Charlotte Harbor)",26.8325,-82.14805,Karenia brevis,0,HABW240307-012
591608.483800001,312268.1528,2366868,2024/03/06 00:00:00+00,11:31:00,EST,1.6,"Key Point; NW of (Charlotte Harbor)",26.802,-82.069,Karenia brevis,0,HABW240307-013
660942.568700001,75662.3107000003,2366869,2024/03/06 00:00:00+00,10:19:00,EST,0.5,Ramrod Key,24.658233,-81.420317,Karenia brevis,0,HABW240307-014
519951.541900001,462498.6488,2366870,2024/03/06 00:00:00+00,,EST,0.5,Mar Marina (Anclote River),28.16305,-82.77606,Karenia brevis,0,HABW240307-015
537078.3598,434076.567,2366871,2024/06/13 00:00:00+00,09:43:00,EDT,0.5,"Big Island; 2.2 mi E of (Old Tampa Bay)",27.9055,-82.6046,Karenia brevis,0,HABW240613-043
537078.3598,434076.567,2366872,2024/06/13 00:00:00+00,09:43:00,EDT,3,"Big Island; 2.2 mi E of (Old Tampa Bay)",27.9055,-82.6046,Karenia brevis,0,HABW240613-044
542456.402600002,436237.6946,2366873,2024/06/13 00:00:00+00,10:12:00,EDT,0.5,"San Jose St; W of (Old Tampa Bay)",27.9244,-82.5496,Karenia brevis,0,HABW240613-045
538656.368999999,429164.5162,2366874,2024/06/13 00:00:00+00,08:52:00,EDT,0.5,"Weedon Island; E of (Old Tampa Bay)",27.86111,-82.58911,Karenia brevis,0,HABW240613-046
539773.377099998,419314.0744,2366875,2024/06/13 00:00:00+00,08:15:00,EDT,0.5,"Snell Isle; 2.3 mi SE of (Middle Tampa Bay)",27.7723,-82.5789,Karenia brevis,0,HABW240613-047
314535.505199999,636224.8442,2366876,2024/06/12 00:00:00+00,13:58:00,EDT,0.1,"Millender Street; S of (St. George Sound)",29.7301,-84.88478,Karenia brevis,0,HABW240614-001
477700.980599999,590488.9515,2366877,2024/06/13 00:00:00+00,10:25:00,EDT,0.5,"Cat Island; 1.4 mi SW of",29.318667,-83.198667,Karenia brevis,0,HABW240614-002
452373.642000001,624364.6252,2366878,2024/06/13 00:00:00+00,10:18:00,EDT,0.1,"Pine Log Island; 3.3 mi SW of",29.625,-83.45833,Karenia brevis,0,HABW240614-003
434365.650699999,643617.1181,2366879,2024/06/13 00:00:00+00,09:39:00,EDT,0.1,"Dark Island; 3.4 mi W of",29.799,-83.644,Karenia brevis,0,HABW240614-004
463759.052299999,604067.8635,2366880,2024/06/13 00:00:00+00,11:21:00,EDT,0.1,"Butler-Douglas Memorial Park; 2.9 mi W of",29.4417,-83.3417,Karenia brevis,0,HABW240614-005
476821.802200001,581936.6522,2366881,2024/06/13 00:00:00+00,12:00:00,EDT,0.1,"Alligator Pass; 4.2 mi SW of",29.2417,-83.2083,Karenia brevis,0,HABW240614-006
475199.772399999,597597.9571,2366882,2024/06/13 00:00:00+00,10:40:00,EDT,0.5,"Big Pine Island; 1.3 mi W of",29.382833,-83.224,Karenia brevis,0,HABW240614-007
467107.3739,600566.3403,2366883,2024/06/13 00:00:00+00,10:52:00,EDT,0.5,"Cotton Island; 2 mi SW of",29.41,-83.307333,Karenia brevis,0,HABW240614-008
667814.855900001,636132.7651,2366884,2024/06/12 00:00:00+00,13:05:00,EDT,0.5,Fort Matanzas Bridge (Matanzas Inlet),29.704917,-81.22786,Karenia brevis,0,HABW240614-009
667093.530099999,637183.8756,2366885,2024/06/12 00:00:00+00,13:30:00,EDT,0.5,Fort Matanzas National Monument Dock (Matanzas Inlet),29.714528,-81.23508,Karenia brevis,0,HABW240614-010
462848.403499998,609018.8665,2366886,2024/06/13 00:00:00+00,11:12:00,EDT,0.5,"Stuart Point; S of",29.486333,-83.350833,Karenia brevis,0,HABW240614-011
456686.548099998,610616.5485,2366887,2024/06/13 00:00:00+00,11:28:00,EDT,0.5,"Pepperfish Keys; W of",29.501,-83.4144,Karenia brevis,0,HABW240614-012
791155.670699999,327208.902,2366888,2024/06/13 00:00:00+00,11:52:00,EDT,0.5,Juno Beach Fishing Pier,26.893715,-80.0542,Karenia brevis,0,HABW240614-013
456338.504000001,614623.1756,2366889,2024/06/13 00:00:00+00,11:44:00,EDT,0.5,"Bull Cove; 1.1 mi NW of",29.5371,-83.4178,Karenia brevis,0,HABW240614-014
456354.3598,621507.1376,2366890,2024/06/13 00:00:00+00,12:00:00,EDT,0.5,"Rocky Creek; 1.1 mi W of",29.5991,-83.4173,Karenia brevis,0,HABW240614-015
98230.2027999982,706054.8737,2366891,2024/06/13 00:00:00+00,09:50:00,CDT,0.5,Pensacola Beach Pier,30.3273,-87.1419,Karenia brevis,0,HABW240614-016
97332.9538999982,708168.3067,2366892,2024/06/13 00:00:00+00,10:40:00,CDT,0.5,South Bob Sikes Fishing Pier (Santa Rosa Sound),30.34613,-87.1518,Karenia brevis,0,HABW240614-017
91632.7413000017,714501.4462,2366893,2024/06/13 00:00:00+00,11:00:00,CDT,0.5,Palafox Pier (Pensacola Bay),30.40185,-87.21285,Karenia brevis,0,HABW240614-018
485409.469500002,579233.5167,2366894,2024/06/13 00:00:00+00,10:00:00,EDT,0.5,"Buck Island; 2.4 mi W of (Suwannee Sound)",29.216833,-83.12,Karenia brevis,0,HABW240614-019
480424.842900001,584381.0815,2366895,2024/06/13 00:00:00+00,10:15:00,EDT,0.5,"Alligator Pass; 1.8 mi S of (Suwannee Sound)",29.2635,-83.171,Karenia brevis,0,HABW240614-020
243036.823199999,680695.8375,2366896,2024/06/13 00:00:00+00,09:59:00,CDT,0.3,"Military Point; W of (East Bay)",30.124111,-85.631,Karenia brevis,0,HABW240614-021
250174.702500001,678327.8878,2366897,2024/06/13 00:00:00+00,10:31:00,CDT,0.3,"Cedar Point; NE of (East Bay)",30.103611,-85.556528,Karenia brevis,0,HABW240614-022
255131.395100001,672762.1188,2366898,2024/06/13 00:00:00+00,10:56:00,CDT,0.3,"Little Oyster Bar Point; NE of (East Bay)",30.054028,-85.504333,Karenia brevis,0,HABW240614-023
274074.8794,644200.2719,2366899,2024/06/13 00:00:00+00,11:25:00,CDT,0.5,"Patton Bayou; W of (St. Joseph Bay)",29.7987,-85.3045,Karenia brevis,0,HABW240614-024
272214.938000001,635504.5074,2366900,2024/06/13 00:00:00+00,11:17:00,CDT,0.5,"Blacks Island; E of (St. Joseph Bay)",29.7202,-85.3228,Karenia brevis,0,HABW240614-025
650981.9714,76509.6589000002,2366901,2024/06/11 00:00:00+00,11:23:00,EDT,0.5,"Bow Channel Bridge; N of (Bow Channel)",24.66772,-81.518592,Karenia brevis,0,HABW240614-026
664961.982999999,76780.7789000003,2366902,2024/06/11 00:00:00+00,12:53:00,EDT,0.5,"Little Torch Key; E of (Newfound Harbor Channel)",24.667557,-81.380358,Karenia brevis,0,HABW240614-027
268717.588599999,633743.8642,2366903,2024/06/13 00:00:00+00,11:10:00,EDT,0.5,"Pig Island; 0.7 mi E of (St. Joseph Bay)",29.704,-85.3588,Karenia brevis,0,HABW240614-028
664961.982999999,76780.7789000003,2366904,2024/06/11 00:00:00+00,12:53:00,EDT,2.6,"Little Torch Key; E of (Newfound Harbor Channel)",24.667557,-81.380358,Karenia brevis,0,HABW240614-029
266283.642900001,639855.3,2366905,2024/06/13 00:00:00+00,10:55:00,EDT,0.5,"Eagle Harbor; SE of (St. Joseph Bay)",29.7588,-85.3847,Karenia brevis,0,HABW240614-030
269888.267099999,642724.2538,2366906,2024/06/13 00:00:00+00,10:48:00,EDT,0.5,Mid-St. Joseph Bay,29.785,-85.3477,Karenia brevis,0,HABW240614-031
513042.903299998,447096.4122,2366907,2024/06/09 00:00:00+00,,EDT,0.5,"Caladesi Island State Park; 1.4 mi W of",28.024967,-82.848017,Karenia brevis,0,HABW240614-032
540436.090500001,370379.8928,2366908,2024/06/14 00:00:00+00,09:45:00,EDT,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240614-033
540287.1928,370616.9314,2366909,2024/06/14 00:00:00+00,09:55:00,EDT,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240614-034
534638.4001,417868.0779,2366910,2024/06/17 00:00:00+00,08:30:00,EDT,0.5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240617-001
534638.4001,417868.0779,2366911,2024/06/17 00:00:00+00,08:40:00,EDT,5,"FWRI Peninsula; SE tip of (Bayboro Harbor)",27.759803,-82.631267,Karenia brevis,0,HABW240617-002
523613.222800002,405797.3337,2366912,2024/06/14 00:00:00+00,08:45:00,EDT,0.5,"Shell Key; S of (Bunces Pass)",27.65217,-82.74459,Karenia brevis,0,HABW240617-003
524210.5737,408624.2529,2366913,2024/06/14 00:00:00+00,10:05:00,EDT,0.5,Shell Key (Passe-A-Grille North Channel),27.67757,-82.73823,Karenia brevis,0,HABW240617-004
611477.2797,295365.323,2366914,2024/06/14 00:00:00+00,13:11:00,EDT,0.5,"Lofton's Island; S of (Caloosahatchee River)",26.646819,-81.871743,Karenia brevis,0,HABW240617-005
605247.305199999,285990.8946,2366915,2024/06/14 00:00:00+00,13:43:00,EDT,0.5,Bernice Braden Park (Caloosahatchee River),26.563338,-81.936007,Karenia brevis,0,HABW240617-006
523797.5572,407902.7219,2366916,2024/06/12 00:00:00+00,09:18:00,EDT,0.5,Shell Key,27.671111,-82.7425,Karenia brevis,0,HABW240617-007
524885.020100001,408530.8891,2366917,2024/06/12 00:00:00+00,10:08:00,EDT,0.6,Pass-a-Grille North Channel,27.676667,-82.731389,Karenia brevis,0,HABW240617-008
540436.090500001,370379.8928,2366918,2024/06/17 00:00:00+00,10:00:00,EDT,0.5,Bay Dock (Sarasota Bay),27.3316,-82.5779,Karenia brevis,0,HABW240617-009
540287.1928,370616.9314,2366919,2024/06/17 00:00:00+00,10:10:00,EDT,0.5,New Pass Dock (Sarasota Bay),27.33375,-82.57938,Karenia brevis,0,HABW240617-010
535352.3517,420596.6409,2366920,2024/06/17 00:00:00+00,08:26:00,EDT,0.5,North Shore Park Beach (Middle Tampa Bay),27.7843,-82.6237,Karenia brevis,0,HABW240617-011
535039.819899999,419515.8815,2366921,2024/06/17 00:00:00+00,08:12:00,EDT,0.5,Spa Beach (Middle Tampa Bay),27.7746,-82.627,Karenia brevis,0,HABW240617-012
534772.653099999,417002.9767,2366922,2024/06/17 00:00:00+00,07:54:00,EDT,0.5,Lassing Park (Middle Tampa Bay),27.752,-82.63,Karenia brevis,0,HABW240617-013
520439.856600001,418851.24,2366923,2024/06/17 00:00:00+00,09:40:00,EDT,0.5,Treasure Island Beach,27.77,-82.7755,Karenia brevis,0,HABW240617-014
529619.031800002,412249.0657,2366924,2024/06/17 00:00:00+00,07:30:00,EDT,0.5,Maximo Park (Lower Tampa Bay),27.7097,-82.6829,Karenia brevis,0,HABW240617-015
535040.616300002,374935.1638,2366925,2024/06/17 00:00:00+00,09:15:00,EDT,0.5,Longboat Key Beach,27.37317,-82.63202,Karenia brevis,0,HABW240617-016
541968.924600001,369866.8538,2366926,2024/06/17 00:00:00+00,08:50:00,EDT,0.5,Ringling Causeway,27.32682,-82.56244,Karenia brevis,0,HABW240617-017
540080.280499998,368600.1299,2366927,2024/06/17 00:00:00+00,09:35:00,EDT,0.5,North Lido Beach,27.31561,-82.58171,Karenia brevis,0,HABW240617-018
540533.581500001,368093.4201,2366928,2024/06/17 00:00:00+00,09:50:00,EDT,0.5,Lido Beach Casino,27.311,-82.57718,Karenia brevis,0,HABW240617-019
541517.045499999,366681.1727,2366929,2024/06/17 00:00:00+00,10:05:00,EDT,0.5,South Lido Park,27.29818,-82.56739,Karenia brevis,0,HABW240617-020
542971.579300001,363033.5954,2366930,2024/06/17 00:00:00+00,10:50:00,EDT,0.5,Siesta Beach,27.26518,-82.5531,Karenia brevis,0,HABW240617-021
546590.088399999,357885.1741,2366931,2024/06/17 00:00:00+00,11:10:00,EDT,0.5,Turtle Beach,27.21843,-82.51711,Karenia brevis,0,HABW240617-022
